Airport,Destination_Region,Month,Passengers
ATW,Domestic,11,30341.0
ATW,Domestic,12,31835.0
ATY,Domestic,1,983.0
ATY,Domestic,2,855.0
ATY,Domestic,3,1114.0
ATY,Domestic,4,880.0
ATY,Domestic,5,1081.0
ATY,Domestic,6,1178.0
ATY,Domestic,7,1350.0
ATY,Domestic,8,1239.0
ATY,Domestic,9,941.0
ATY,Domestic,10,899.0
ATY,Domestic,11,898.0
AUA,International,1,68949.0
AUA,International,2,64541.0
AUA,International,3,78065.0
AUA,International,4,70940.0
AUA,International,5,66084.0
AUA,International,6,68101.0
AUA,International,7,76103.0
AUA,International,8,66889.0
AUA,International,9,52570.0
AUA,International,10,59892.0
AUA,International,11,63996.0
AUA,International,12,76451.0
AUG,Domestic,1,219.0
AUG,Domestic,2,236.0
AUG,Domestic,3,291.0
AUG,Domestic,4,326.0
AUG,Domestic,5,473.0
AUG,Domestic,6,645.0
AUG,Domestic,7,817.0
AUG,Domestic,8,743.0
AUG,Domestic,9,552.0
AUG,Domestic,10,399.0
AUG,Domestic,11,276.0
AUG,Domestic,12,250.0
AUH,International,1,43730.0
AUH,International,2,35000.0
AUH,International,3,38009.0
AUH,International,4,31023.0
AUH,International,5,44918.0
AUH,International,6,48665.0
AUH,International,7,50338.0
AUH,International,8,45137.0
AUH,International,9,29738.0
AUH,International,10,27263.0
AUH,International,11,28229.0
AUH,International,12,33963.0
AUK,Domestic,1,416.0
AUK,Domestic,2,362.0
AUK,Domestic,3,357.0
AUK,Domestic,4,529.0
AUK,Domestic,5,412.0
AUK,Domestic,6,329.0
AUK,Domestic,7,331.0
AUK,Domestic,8,368.0
AUK,Domestic,9,260.0
AUK,Domestic,10,389.0
AUK,Domestic,11,429.0
AUK,Domestic,12,371.0
AUO,Domestic,2,5.0
AUO,Domestic,3,7.0
AUO,Domestic,6,0.0
AUS,Domestic,1,540002.0
AUS,Domestic,2,510965.0
AUS,Domestic,3,673633.0
AUS,Domestic,4,660084.0
AUS,Domestic,5,707981.0
AUS,Domestic,6,741175.0
AUS,Domestic,7,772486.0
AUS,Domestic,8,734963.0
AUS,Domestic,9,643184.0
AUS,Domestic,10,730432.0
AUS,Domestic,11,685896.0
AUS,Domestic,12,624175.0
AUW,Domestic,12,0.0
AVL,Domestic,1,31569.0
AVL,Domestic,2,31455.0
AVL,Domestic,3,39800.0
AVL,Domestic,4,43087.0
AVL,Domestic,5,49116.0
AVL,Domestic,6,53879.0
AVL,Domestic,7,58316.0
AVL,Domestic,8,53603.0
AVL,Domestic,9,43236.0
AVL,Domestic,10,61100.0
AVL,Domestic,11,56822.0
AVL,Domestic,12,50422.0
AVP,Domestic,1,17434.0
AVP,Domestic,2,15701.0
AVP,Domestic,3,18284.0
AVP,Domestic,4,20788.0
AVP,Domestic,5,22113.0
AVP,Domestic,6,22479.0
AVP,Domestic,7,23735.0
AVP,Domestic,8,25032.0
AVP,Domestic,9,21818.0
AVP,Domestic,10,24560.0
AVP,Domestic,11,22593.0
AVP,Domestic,12,22321.0
AVV,International,6,0.0
AVW,Domestic,3,0.0
AWK,Domestic,4,10.0
AWK,Domestic,8,19.0
AWK,Domestic,11,0.0
AWK,Domestic,12,0.0
AXA,International,1,508.0
AXA,International,2,538.0
AXA,International,3,732.0
AXA,International,4,535.0
AXA,International,5,757.0
AXA,International,6,666.0
AXA,International,7,869.0
AXA,International,8,892.0
AXA,International,9,283.0
AXA,International,10,356.0
AXA,International,11,590.0
AXA,International,12,635.0
AXM,International,1,1099.0
AXM,International,2,1099.0
AXM,International,3,1229.0
AXM,International,4,1298.0
AXM,International,5,1761.0
AXM,International,6,1999.0
AXM,International,7,2397.0
AXM,International,8,1962.0
AXM,International,9,1681.0
AXM,International,10,1899.0
AXM,International,11,1797.0
AXM,International,12,1826.0
AXT,International,11,128.0
AZ1,Domestic,7,16.0
AZ1,Domestic,8,34.0
AZ1,Domestic,10,2.0
AZ3,Domestic,9,10.0
AZ7,Domestic,10,0.0
AZA,Domestic,1,62970.0
AZA,Domestic,2,66452.0
AZA,Domestic,3,91340.0
AZA,Domestic,4,57778.0
AZA,Domestic,5,57470.0
AZA,Domestic,6,64026.0
AZA,Domestic,7,70803.0
AZA,Domestic,8,54500.0
AZA,Domestic,9,45764.0
AZA,Domestic,10,62927.0
AZA,Domestic,11,67558.0
AZA,Domestic,12,71856.0
AZO,Domestic,1,9780.0
AZO,Domestic,2,9730.0
AZO,Domestic,3,12052.0
AZO,Domestic,4,13079.0
AZO,Domestic,5,13052.0
AZO,Domestic,6,13269.0
AZO,Domestic,7,12290.0
AZO,Domestic,8,13939.0
AZO,Domestic,9,11648.0
AZO,Domestic,10,14009.0
AZO,Domestic,11,12315.0
AZO,Domestic,12,12942.0
AZS,International,11,12.0
BAB,Domestic,4,22.0
BAD,Domestic,10,0.0
BAF,Domestic,1,30.0
BAF,Domestic,3,2.0
BAF,Domestic,7,6.0
BAF,Domestic,8,1.0
BAF,Domestic,9,149.0
BAF,Domestic,10,150.0
BAF,Domestic,11,287.0
BAH,International,1,0.0
BAH,International,2,0.0
BAH,International,3,0.0
BAH,International,4,0.0
BAH,International,5,0.0
BAH,International,6,0.0
BAH,International,7,0.0
BAH,International,8,0.0
BAH,International,9,0.0
BAH,International,10,0.0
BAH,International,11,0.0
BAH,International,12,0.0
BAQ,International,1,6542.0
BAQ,International,2,5603.0
BAQ,International,3,5522.0
BAQ,International,4,4764.0
BAQ,International,5,5695.0
BAQ,International,6,6561.0
BAQ,International,7,7673.0
BAQ,International,8,6254.0
BAQ,International,9,4934.0
BAQ,International,10,5667.0
BAQ,International,11,6219.0
BAQ,International,12,7255.0
BBC,Domestic,10,9.0
BBD,Domestic,10,0.0
BBU,International,1,652.0
BBU,International,2,443.0
BBU,International,3,483.0
BBU,International,4,583.0
BBU,International,5,791.0
BBU,International,6,804.0
BBU,International,7,619.0
BBU,International,8,888.0
BBU,International,9,724.0
BBU,International,11,750.0
BBU,International,12,755.0
BBX,Domestic,1,6.0
BBX,Domestic,2,10.0
BBX,Domestic,3,3.0
BBX,Domestic,8,2.0
BBX,Domestic,9,9.0
BBX,Domestic,10,10.0
BCB,Domestic,2,2.0
BCE,Domestic,5,2.0
BCE,Domestic,9,41.0
BCE,Domestic,10,0.0
BCN,International,1,32634.0
BCN,International,2,31486.0
BCN,International,3,45524.0
BCN,International,4,62140.0
BCN,International,5,86076.0
BCN,International,6,91908.0
BCN,International,7,84783.0
BCN,International,8,90261.0
BCN,International,9,87816.0
BCN,International,10,73365.0
BCN,International,11,38727.0
BCN,International,12,43445.0
BCT,Domestic,1,5.0
BCT,Domestic,2,46.0
BCT,Domestic,3,16.0
BCT,Domestic,4,14.0
BCT,Domestic,6,3.0
BCT,Domestic,7,16.0
BCT,Domestic,9,2.0
BCT,Domestic,10,2.0
BCT,Domestic,11,12.0
BCT,Domestic,12,22.0
BDA,International,1,17060.0
BDA,International,2,18023.0
BDA,International,3,23642.0
BDA,International,4,31458.0
BDA,International,5,34912.0
BDA,International,6,40306.0
BDA,International,7,41364.0
BDA,International,8,43137.0
BDA,International,9,27263.0
BDA,International,10,26585.0
BDA,International,11,24685.0
BDA,International,12,22959.0
BDE,Domestic,9,0.0
BDL,Domestic,1,226565.0
BDL,Domestic,2,225308.0
BDL,Domestic,3,273277.0
BDL,Domestic,4,289744.0
BDL,Domestic,5,289982.0
BDL,Domestic,6,280385.0
BDL,Domestic,7,303883.0
BDL,Domestic,8,316243.0
BDL,Domestic,9,251848.0
BDL,Domestic,10,288018.0
BDL,Domestic,11,280388.0
BDL,Domestic,12,262738.0
BDR,Domestic,1,7.0
BDR,Domestic,2,2.0
BDR,Domestic,3,2.0
BDR,Domestic,4,0.0
BDR,Domestic,5,9.0
BDR,Domestic,6,3.0
BDR,Domestic,7,6.0
BDR,Domestic,8,10.0
BDR,Domestic,9,5.0
BDR,Domestic,10,4.0
BDR,Domestic,11,0.0
BDR,Domestic,12,0.0
BDS,International,8,4.0
BDS,International,10,8.0
BED,Domestic,1,787.0
BED,Domestic,2,527.0
BED,Domestic,3,393.0
BED,Domestic,4,393.0
BED,Domestic,5,350.0
BED,Domestic,6,113.0
BED,Domestic,7,41.0
BED,Domestic,8,62.0
BED,Domestic,9,470.0
BED,Domestic,10,888.0
BED,Domestic,11,1437.0
BED,Domestic,12,329.0
BEG,International,1,2453.0
BEG,International,2,1339.0
BEG,International,3,2057.0
BEG,International,4,2562.0
BEG,International,5,2869.0
BEG,International,6,5205.0
BEG,International,7,5962.0
BEG,International,8,5162.0
BEG,International,9,3695.0
BEG,International,10,2895.0
BEG,International,11,1705.0
BEG,International,12,2475.0
BEH,Domestic,5,0.0
BEL,International,1,3384.0
BEL,International,2,3161.0
BEL,International,3,2825.0
BEL,International,4,3323.0
BEL,International,5,3667.0
BEL,International,6,3428.0
BEL,International,7,3973.0
BEL,International,8,3634.0
BEL,International,9,2598.0
BEL,International,10,2218.0
BEL,International,11,1119.0
BEL,International,12,1950.0
BES,International,12,3.0
BET,Domestic,1,12477.0
BET,Domestic,2,9702.0
BET,Domestic,3,12067.0
BET,Domestic,4,13684.0
BET,Domestic,5,15077.0
BET,Domestic,6,13572.0
BET,Domestic,7,14247.0
BET,Domestic,8,15648.0
BET,Domestic,9,13495.0
BET,Domestic,10,16541.0
BET,Domestic,11,11862.0
BET,Domestic,12,12721.0
BEY,International,3,0.0
BEY,International,10,2.0
BFB,Domestic,1,4.0
BFB,Domestic,3,2.0
BFB,Domestic,7,6.0
BFB,Domestic,12,1.0
BFD,Domestic,1,226.0
BFD,Domestic,2,276.0
BFD,Domestic,3,291.0
BFD,Domestic,4,297.0
BFD,Domestic,5,304.0
BFD,Domestic,6,291.0
BFD,Domestic,7,430.0
BFD,Domestic,8,442.0
BFD,Domestic,9,372.0
BFD,Domestic,10,377.0
BFD,Domestic,11,340.0
BFD,Domestic,12,290.0
BFF,Domestic,1,204.0
BFF,Domestic,2,536.0
BFF,Domestic,3,926.0
BFF,Domestic,4,1309.0
BFF,Domestic,5,1922.0
BFF,Domestic,6,1950.0
BFF,Domestic,7,1879.0
BFF,Domestic,8,2225.0
BFF,Domestic,9,1191.0
BFF,Domestic,10,1305.0
BFF,Domestic,11,1593.0
BFF,Domestic,12,1487.0
BFI,Domestic,1,624.0
BFI,Domestic,2,639.0
BFI,Domestic,3,1077.0
BFI,Domestic,4,972.0
BFI,Domestic,5,1563.0
BFI,Domestic,6,1539.0
BFI,Domestic,7,2150.0
BFI,Domestic,8,2265.0
BFI,Domestic,9,2152.0
BFI,Domestic,10,1310.0
BFI,Domestic,11,1595.0
BFI,Domestic,12,592.0
BFK,Domestic,5,0.0
BFK,Domestic,9,0.0
BFL,Domestic,1,6949.0
BFL,Domestic,2,7343.0
BFL,Domestic,3,8405.0
BFL,Domestic,4,8809.0
BFL,Domestic,5,9959.0
BFL,Domestic,6,9282.0
BFL,Domestic,7,9182.0
BFL,Domestic,8,9224.0
BFL,Domestic,9,8761.0
BFL,Domestic,10,10053.0
BFL,Domestic,11,9736.0
BFL,Domestic,12,9210.0
BFM,Domestic,1,0.0
BFM,Domestic,2,3.0
BFM,Domestic,3,0.0
BFM,Domestic,4,0.0
BFM,Domestic,5,23.0
BFM,Domestic,6,0.0
BFM,Domestic,7,0.0
BFM,Domestic,8,0.0
BFM,Domestic,9,580.0
BFM,Domestic,10,160.0
BFM,Domestic,11,270.0
BFM,Domestic,12,0.0
BFP,Domestic,2,2.0
BFS,International,1,1004.0
BFS,International,2,831.0
BFS,International,3,1412.0
BFS,International,4,2435.0
BFS,International,5,2657.0
BFS,International,6,3760.0
BFS,International,7,6782.0
BFS,International,8,4909.0
BFS,International,9,2410.0
BFS,International,10,1790.0
BFS,International,11,161.0
BFS,International,12,5.0
BFT,Domestic,11,2.0
BGE,Domestic,12,2.0
BGI,International,1,24031.0
BGI,International,2,22559.0
BGI,International,3,25639.0
BGI,International,4,23930.0
BGI,International,5,21926.0
BGI,International,6,24181.0
BGI,International,7,25325.0
BGI,International,8,24294.0
BGI,International,9,21448.0
BGI,International,10,21495.0
BGI,International,11,22541.0
BGI,International,12,28482.0
BGM,Domestic,1,1959.0
BGM,Domestic,2,1852.0
BGM,Domestic,3,2699.0
BGM,Domestic,4,3017.0
BGM,Domestic,5,3580.0
BGM,Domestic,6,3098.0
BGM,Domestic,7,2898.0
BGM,Domestic,8,3629.0
BGM,Domestic,9,3218.0
BGM,Domestic,10,3721.0
BGM,Domestic,11,3245.0
BGM,Domestic,12,2760.0
BGO,International,1,619.0
BGO,International,2,499.0
BGO,International,3,1194.0
BGO,International,4,1074.0
BGO,International,5,1446.0
BGO,International,6,1308.0
BGO,International,7,1354.0
BGO,International,8,1440.0
BGO,International,9,1283.0
BGO,International,10,947.0
BGR,Domestic,1,16074.0
BGR,Domestic,2,17248.0
BGR,Domestic,3,22716.0
BGR,Domestic,4,23530.0
BGR,Domestic,5,25434.0
BGR,Domestic,6,34908.0
BGR,Domestic,7,38115.0
BGR,Domestic,8,36395.0
BGR,Domestic,9,29947.0
BGR,Domestic,10,27615.0
BGR,Domestic,11,18809.0
BGR,Domestic,12,16166.0
BHB,Domestic,1,229.0
BHB,Domestic,2,266.0
BHB,Domestic,3,336.0
BHB,Domestic,4,425.0
BHB,Domestic,5,567.0
BHB,Domestic,6,240.0
BHB,Domestic,7,1588.0
BHB,Domestic,8,1790.0
BHB,Domestic,9,740.0
BHB,Domestic,10,610.0
BHB,Domestic,11,375.0
BHB,Domestic,12,383.0
BHD,International,6,5.0
BHD,International,11,3.0
BHM,Domestic,1,100612.0
BHM,Domestic,2,97962.0
BHM,Domestic,3,121357.0
BHM,Domestic,4,123482.0
BHM,Domestic,5,135687.0
BHM,Domestic,6,139596.0
BHM,Domestic,7,138282.0
BHM,Domestic,8,126892.0
BHM,Domestic,9,121158.0
BHM,Domestic,10,138951.0
BHM,Domestic,11,133826.0
BHM,Domestic,12,122852.0
BHX,International,1,14.0
BHX,International,3,35.0
BHX,International,4,1092.0
BHX,International,5,4013.0
BHX,International,6,3840.0
BHX,International,7,1114.0
BHX,International,8,1467.0
BHX,International,9,871.0
BHX,International,10,962.0
BHX,International,11,1098.0
BHX,International,12,16.0
BID,Domestic,1,539.0
BID,Domestic,2,478.0
BID,Domestic,3,635.0
BID,Domestic,4,899.0
BID,Domestic,5,1458.0
BID,Domestic,6,1580.0
BID,Domestic,7,3318.0
BID,Domestic,8,3435.0
BID,Domestic,9,1930.0
BID,Domestic,10,1369.0
BID,Domestic,11,1124.0
BID,Domestic,12,884.0
BIF,Domestic,1,69.0
BIF,Domestic,3,174.0
BIF,Domestic,4,119.0
BIF,Domestic,8,514.0
BIF,Domestic,9,261.0
BIF,Domestic,10,532.0
BIF,Domestic,12,100.0
BIG,Domestic,8,1.0
BIH,Domestic,1,0.0
BIH,Domestic,2,0.0
BIH,Domestic,3,0.0
BIH,Domestic,4,0.0
BIH,Domestic,5,0.0
BIH,Domestic,6,0.0
BIH,Domestic,7,0.0
BIH,Domestic,8,0.0
BIH,Domestic,9,0.0
BIH,Domestic,10,0.0
BIH,Domestic,11,0.0
BIH,Domestic,12,0.0
BIL,Domestic,1,28562.0
BIL,Domestic,2,29418.0
BIL,Domestic,3,35223.0
BIL,Domestic,4,33811.0
BIL,Domestic,5,38737.0
BIL,Domestic,6,42978.0
BIL,Domestic,7,46536.0
BIL,Domestic,8,44178.0
BIL,Domestic,9,35180.0
BIL,Domestic,10,36686.0
BIL,Domestic,11,34947.0
BIL,Domestic,12,37699.0
BIM,International,1,1820.0
BIM,International,2,2250.0
BIM,International,3,2562.0
BIM,International,4,1716.0
BIM,International,5,2312.0
BIM,International,6,2348.0
BIM,International,7,1864.0
BIM,International,8,1656.0
BIM,International,9,1094.0
BIM,International,10,808.0
BIM,International,11,1824.0
BIM,International,12,1228.0
BIO,International,11,9.0
BIS,Domestic,1,20848.0
BIS,Domestic,2,19947.0
BIS,Domestic,3,23494.0
BIS,Domestic,4,24291.0
BIS,Domestic,5,23418.0
BIS,Domestic,6,26138.0
BIS,Domestic,7,25470.0
BIS,Domestic,8,24596.0
BIS,Domestic,9,22069.0
BIS,Domestic,10,24935.0
BIS,Domestic,11,23463.0
BIS,Domestic,12,25627.0
BJC,Domestic,1,51.0
BJC,Domestic,3,4.0
BJC,Domestic,7,8.0
BJC,Domestic,8,12.0
BJC,Domestic,9,1.0
BJC,Domestic,10,153.0
BJC,Domestic,11,328.0
BJC,Domestic,12,5.0
BJI,Domestic,1,2552.0
BJI,Domestic,2,2096.0
BJI,Domestic,3,2517.0
BJI,Domestic,4,2391.0
BJI,Domestic,5,2312.0
BJI,Domestic,6,2585.0
BJI,Domestic,7,3011.0
BJI,Domestic,8,2623.0
BJI,Domestic,9,2188.0
BJI,Domestic,10,2145.0
BJI,Domestic,11,2236.0
BJI,Domestic,12,2396.0
BJL,International,4,12.0
BJL,International,9,13.0
BJV,International,9,12.0
BJX,International,1,27528.0
BJX,International,2,20451.0
BJX,International,3,26748.0
BJX,International,4,22564.0
BJX,International,5,24714.0
BJX,International,6,29617.0
BJX,International,7,30091.0
BJX,International,8,23259.0
BJX,International,9,20470.0
BJX,International,10,21962.0
BJX,International,11,25785.0
BJX,International,12,34777.0
BKC,Domestic,1,467.0
BKC,Domestic,2,341.0
BKC,Domestic,3,652.0
BKC,Domestic,4,436.0
BKC,Domestic,5,439.0
BKC,Domestic,6,342.0
BKC,Domestic,7,429.0
BKC,Domestic,8,556.0
BKC,Domestic,9,537.0
BKC,Domestic,10,631.0
BKC,Domestic,11,465.0
BKC,Domestic,12,504.0
BKE,Domestic,1,0.0
BKE,Domestic,3,0.0
BKE,Domestic,11,0.0
BKF,Domestic,6,0.0
BKG,Domestic,5,27.0
BKG,Domestic,6,1366.0
BKG,Domestic,7,2137.0
BKG,Domestic,8,2218.0
BKG,Domestic,9,2261.0
BKG,Domestic,10,1928.0
BKG,Domestic,11,721.0
BKI,International,7,3.0
BKL,Domestic,1,770.0
BKL,Domestic,2,769.0
BKL,Domestic,3,776.0
BKL,Domestic,4,986.0
BKL,Domestic,5,1177.0
BKL,Domestic,6,1119.0
BKL,Domestic,7,836.0
BKL,Domestic,8,1048.0
BKL,Domestic,9,903.0
BKL,Domestic,10,1123.0
BKL,Domestic,11,852.0
BKL,Domestic,12,808.0
BKW,Domestic,1,291.0
BKW,Domestic,2,381.0
BKW,Domestic,3,376.0
BKW,Domestic,4,420.0
BKW,Domestic,5,451.0
BKW,Domestic,6,480.0
BKW,Domestic,7,530.0
BKW,Domestic,8,466.0
BKW,Domestic,9,229.0
BKW,Domestic,10,109.0
BKW,Domestic,11,39.0
BKW,Domestic,12,705.0
BLA,International,1,7870.0
BLA,International,2,4165.0
BLA,International,3,3928.0
BLA,International,4,3930.0
BLA,International,5,4622.0
BLA,International,6,3838.0
BLA,International,7,4264.0
BLA,International,8,4535.0
BLA,International,9,6003.0
BLA,International,10,4147.0
BLA,International,11,3815.0
BLA,International,12,4431.0
BLD,Domestic,1,4278.0
BLD,Domestic,2,3378.0
BLD,Domestic,3,4725.0
BLD,Domestic,4,4725.0
BLD,Domestic,5,9138.0
BLD,Domestic,6,8815.0
BLD,Domestic,7,8992.0
BLD,Domestic,8,9306.0
BLD,Domestic,9,7869.0
BLD,Domestic,10,7113.0
BLD,Domestic,11,4939.0
BLD,Domestic,12,3863.0
BLF,Domestic,12,4.0
BLI,Domestic,1,27344.0
BLI,Domestic,2,26817.0
BLI,Domestic,3,36567.0
BLI,Domestic,4,32159.0
BLI,Domestic,5,31425.0
BLI,Domestic,6,29780.0
BLI,Domestic,7,33042.0
BLI,Domestic,8,30850.0
BLI,Domestic,9,23919.0
BLI,Domestic,10,25181.0
BLI,Domestic,11,29250.0
BLI,Domestic,12,29790.0
BLK,International,2,3.0
BLM,Domestic,1,0.0
BLM,Domestic,3,12.0
BLM,Domestic,5,7.0
BLM,Domestic,8,1.0
BLM,Domestic,9,5.0
BLM,Domestic,11,1.0
BLV,Domestic,1,10064.0
BLV,Domestic,2,10480.0
BLV,Domestic,3,13995.0
BLV,Domestic,4,12791.0
BLV,Domestic,5,14260.0
BLV,Domestic,6,18856.0
BLV,Domestic,7,21080.0
BLV,Domestic,8,13412.0
BLV,Domestic,9,8342.0
BLV,Domestic,10,9107.0
BLV,Domestic,11,9046.0
BLV,Domestic,12,9069.0
BMA,International,2,7.0
BMA,International,3,9.0
BMA,International,4,1.0
BMA,International,5,3.0
BMA,International,7,6.0
BMA,International,8,1.0
BMA,International,9,2.0
BMA,International,10,10.0
BMA,International,12,6.0
BMG,Domestic,1,72.0
BMG,Domestic,2,155.0
BMG,Domestic,3,161.0
BMG,Domestic,8,7.0
BMG,Domestic,9,623.0
BMG,Domestic,10,510.0
BMG,Domestic,11,404.0
BMG,Domestic,12,34.0
BMI,Domestic,1,12725.0
BMI,Domestic,2,11583.0
BMI,Domestic,3,13872.0
BMI,Domestic,4,14373.0
BMI,Domestic,5,14578.0
BMI,Domestic,6,15031.0
BMI,Domestic,7,14815.0
BMI,Domestic,8,14992.0
BMI,Domestic,9,13732.0
BMI,Domestic,10,18390.0
BMI,Domestic,11,16658.0
BMI,Domestic,12,15702.0
BML,Domestic,6,1.0
BML,Domestic,10,1.0
BNA,Domestic,1,518540.0
BNA,Domestic,2,511821.0
BNA,Domestic,3,657419.0
BNA,Domestic,4,665137.0
BNA,Domestic,5,699965.0
BNA,Domestic,6,735337.0
BNA,Domestic,7,742245.0
BNA,Domestic,8,721760.0
BNA,Domestic,9,682436.0
BNA,Domestic,10,771232.0
BNA,Domestic,11,712014.0
BNA,Domestic,12,644961.0
BNE,International,1,21570.0
BNE,International,2,15988.0
BNE,International,3,15931.0
BNE,International,4,16707.0
BNE,International,5,18382.0
BNE,International,6,17416.0
BNE,International,7,20640.0
BNE,International,8,17285.0
BNE,International,9,18665.0
BNE,International,10,19427.0
BNE,International,11,17768.0
BNE,International,12,18996.0
BNF,Domestic,3,2.0
BNF,Domestic,5,2.0
BNF,Domestic,6,3.0
BNF,Domestic,7,2.0
BNF,Domestic,9,1.0
BOB,International,3,5.0
BOD,International,1,0.0
BOD,International,5,10.0
BOD,International,8,2.0
BOG,International,1,100999.0
BOG,International,2,84068.0
BOG,International,3,86763.0
BOG,International,4,84097.0
BOG,International,5,93706.0
BOG,International,6,102832.0
BOG,International,7,114274.0
BOG,International,8,104989.0
BOG,International,9,91303.0
BOG,International,10,96343.0
BOG,International,11,106161.0
BOG,International,12,124535.0
BOH,International,9,2.0
BOI,Domestic,1,139475.0
BOI,Domestic,2,134043.0
BOI,Domestic,3,156080.0
BOI,Domestic,4,152490.0
BOI,Domestic,5,166439.0
BOI,Domestic,6,183189.0
BOI,Domestic,7,187310.0
BOI,Domestic,8,183648.0
BOI,Domestic,9,158952.0
BOI,Domestic,10,172462.0
BOI,Domestic,11,165202.0
BOI,Domestic,12,170041.0
BOK,Domestic,8,0.0
BOK,Domestic,9,0.0
BOK,Domestic,10,0.0
BOK,Domestic,11,0.0
BOM,International,1,16903.0
BOM,International,2,13532.0
BOM,International,3,13967.0
BOM,International,4,10958.0
BOM,International,5,14919.0
BOM,International,6,16501.0
BOM,International,7,16907.0
BOM,International,8,15074.0
BOM,International,9,13050.0
BOM,International,10,16820.0
BOM,International,11,18275.0
BOM,International,12,22172.0
BON,International,1,2709.0
BON,International,2,2549.0
BON,International,3,2856.0
BON,International,4,2478.0
BON,International,5,1932.0
BON,International,6,3268.0
BON,International,7,2907.0
BON,International,8,2327.0
BON,International,9,1952.0
BON,International,10,1808.0
BON,International,11,2716.0
BON,International,12,4608.0
BOS,Domestic,1,1311790.0
BOS,Domestic,2,1275071.0
BOS,Domestic,3,1647161.0
BOS,Domestic,4,1769658.0
BOS,Domestic,5,1880274.0
BOS,Domestic,6,1935750.0
BOS,Domestic,7,2030098.0
BOS,Domestic,8,2035419.0
BOS,Domestic,9,1718476.0
BOS,Domestic,10,1829232.0
BOS,Domestic,11,1631350.0
BOS,Domestic,12,1498502.0
BPT,Domestic,1,1821.0
BPT,Domestic,2,1470.0
BPT,Domestic,3,2069.0
BPT,Domestic,4,1968.0
BPT,Domestic,5,2001.0
BPT,Domestic,6,2370.0
BPT,Domestic,7,2414.0
BPT,Domestic,8,2541.0
BPT,Domestic,9,2595.0
BPT,Domestic,10,3038.0
BPT,Domestic,11,2834.0
BPT,Domestic,12,2337.0
BQH,International,1,7.0
BQH,International,5,5.0
BQH,International,9,17.0
BQH,International,11,6.0
BQH,International,12,10.0
BQK,Domestic,1,2465.0
BQK,Domestic,2,2964.0
BQK,Domestic,3,3680.0
BQK,Domestic,4,3389.0
BQK,Domestic,5,3723.0
BQK,Domestic,6,3504.0
BQK,Domestic,7,3624.0
BQK,Domestic,8,3530.0
BQK,Domestic,9,3186.0
BQK,Domestic,10,3546.0
BQK,Domestic,11,3395.0
BQK,Domestic,12,3071.0
BQN,Domestic,1,17436.0
BQN,Domestic,2,15538.0
BQN,Domestic,3,22400.0
BQN,Domestic,4,21186.0
BQN,Domestic,5,26302.0
BQN,Domestic,6,30452.0
BQN,Domestic,7,33458.0
BQN,Domestic,8,28442.0
BQN,Domestic,9,18357.0
BQN,Domestic,10,22665.0
BQN,Domestic,11,29754.0
BQN,Domestic,12,35976.0
BRD,Domestic,1,1308.0
BRD,Domestic,2,1580.0
BRD,Domestic,3,1767.0
BRD,Domestic,4,1458.0
BRD,Domestic,5,1834.0
BRD,Domestic,6,2052.0
BRD,Domestic,7,2453.0
BRD,Domestic,8,2073.0
BRD,Domestic,9,1688.0
BRD,Domestic,10,1685.0
BRD,Domestic,11,1562.0
BRD,Domestic,12,1497.0
BRI,International,2,0.0
BRL,Domestic,1,641.0
BRL,Domestic,2,545.0
BRL,Domestic,3,751.0
BRL,Domestic,4,614.0
BRL,Domestic,5,758.0
BRL,Domestic,6,747.0
BRL,Domestic,7,773.0
BRL,Domestic,8,727.0
BRL,Domestic,9,661.0
BRL,Domestic,10,700.0
BRL,Domestic,11,642.0
BRL,Domestic,12,643.0
BRN,International,2,1.0
BRN,International,3,3.0
BRO,Domestic,1,7111.0
BRO,Domestic,2,8333.0
BRO,Domestic,3,10171.0
BRO,Domestic,4,8652.0
BRO,Domestic,5,9634.0
BRO,Domestic,6,10023.0
BRO,Domestic,7,10443.0
BRO,Domestic,8,8409.0
BRO,Domestic,9,6829.0
BRO,Domestic,10,8305.0
BRO,Domestic,11,9523.0
BRO,Domestic,12,8495.0
BRS,International,4,549.0
BRS,International,5,1003.0
BRS,International,6,1324.0
BRS,International,8,1408.0
BRS,International,9,989.0
BRS,International,10,1032.0
BRU,International,1,29775.0
BRU,International,2,25578.0
BRU,International,3,38254.0
BRU,International,4,44566.0
BRU,International,5,46816.0
BRU,International,6,49936.0
BRU,International,7,43366.0
BRU,International,8,50427.0
BRU,International,9,41599.0
BRU,International,10,40137.0
BRU,International,11,33930.0
BRU,International,12,35149.0
BRW,Domestic,1,4629.0
BRW,Domestic,2,4244.0
BRW,Domestic,3,5850.0
BRW,Domestic,4,4913.0
BRW,Domestic,5,4829.0
BRW,Domestic,6,5772.0
BRW,Domestic,7,5661.0
BRW,Domestic,8,5709.0
BRW,Domestic,9,4972.0
BRW,Domestic,10,5306.0
BRW,Domestic,11,4274.0
BRW,Domestic,12,5576.0
BSB,International,1,4746.0
BSB,International,2,4025.0
BSB,International,3,3847.0
BSB,International,4,3820.0
BSB,International,5,4214.0
BSB,International,6,3938.0
BSB,International,7,4441.0
BSB,International,8,3606.0
BSB,International,9,3742.0
BSB,International,10,4140.0
BSB,International,11,9618.0
BSB,International,12,12909.0
BSL,International,1,0.0
BSL,International,4,2.0
BSL,International,6,4.0
BSL,International,10,7.0
BTI,Domestic,1,159.0
