Airline,Dest_Airport,Passengers
Frontier Airlines Inc.,TYS,27627.0
Aerolitoral,SLC,27600.0
Allegiant Air,ABQ,27587.0
Aer Lingus Plc,SEA,27574.0
Endeavor Air Inc.,BHM,27547.0
SkyWest Airlines Inc.,PHL,27520.0
Tame Linea Aerea del Ecuador Tme EP,FLL,27498.0
Virgin Atlantic Airways,GLA,27496.0
Jazz Aviation LP,BDL,27459.0
Allegiant Air,SWF,27424.0
Westjet,DEN,27396.0
SkyWest Airlines Inc.,CHS,27379.0
El Al Israel Airlines Ltd.,BOS,27331.0
Elysair d/b/a L'Avion,EWR,27314.0
Air Wisconsin Airlines Corp,BNA,27306.0
Trans States Airlines,ROC,27292.0
Spirit Air Lines,STI,27278.0
Alaska Airlines Inc.,LTO,27271.0
ExpressJet Airlines LLC,YHZ,27256.0
Trans States Airlines,COS,27239.0
Allegiant Air,MCI,27230.0
National Aviation Company of India Limited d/b/a Air India,AMD,27211.0
Norwegian Air UK Limited,AUS,27133.0
JetBlue Airways,ANC,27123.0
Trans States Airlines,ICT,27107.0
Compania Panamena (Copa),DEN,27094.0
Fast Colombia SAS d/b/a Viva Colombia,MIA,27081.0
Envoy Air,PWM,27054.0
Tame Linea Aerea del Ecuador Tme EP,GYE,27028.0
American Airlines Inc.,BUD,27015.0
ExpressJet Airlines LLC,SLP,26981.0
Trans States Airlines,ELP,26949.0
Envoy Air,BPT,26932.0
Air Georgian,CLT,26930.0
ExpressJet Airlines LLC,MSN,26914.0
Frontier Airlines Inc.,GEG,26849.0
Aerolitoral,DTW,26798.0
Aerolitoral,SAT,26763.0
American Airlines Inc.,VVI,26733.0
Republic Airline,SAV,26694.0
Compagnia Aerea Italiana,ORD,26688.0
Sun Country Airlines d/b/a MN Airlines,PSP,26646.0
Allegiant Air,OMA,26646.0
Spirit Air Lines,KIN,26641.0
Cape Air,ACK,26636.0
Westjet,KOA,26575.0
Compass Airlines,BUR,26542.0
Scandinavian Airlines Sys.,BOS,26542.0
PSA Airlines Inc.,SHV,26531.0
Cape Air,SPN,26523.0
American Airlines Inc.,PRG,26455.0
United Air Lines Inc.,MKE,26432.0
Iberia Air Lines Of Spain,OAK,26406.0
Aeromexico,DTW,26404.0
SkyWest Airlines Inc.,MAF,26372.0
"Commutair Aka Champlain Enterprises, Inc.",IND,26348.0
Mesa Airlines Inc.,MKE,26244.0
Aerolitoral,JFK,26243.0
Hawaiian Airlines Inc.,PPG,26230.0
United Air Lines Inc.,CTU,26227.0
ExpressJet Airlines LLC,OKC,26219.0
Envoy Air,CUU,26164.0
Transportes Aeros Meridiona,FOR,26154.0
Cape Air,GUM,26151.0
American Airlines Inc.,BJX,26147.0
Klm Royal Dutch Airlines,SLC,26106.0
Envoy Air,ICT,26033.0
Alaska Airlines Inc.,CUN,25972.0
Norwegian Air International Ltd.,FDF,25962.0
ExpressJet Airlines LLC,RDU,25961.0
Delta Air Lines Inc.,PHF,25858.0
JetBlue Airways,CMW,25670.0
SkyWest Airlines Inc.,ROW,25658.0
Peninsula Airways Inc.,DUT,25651.0
Taca International Airlines,MGA,25631.0
ExpressJet Airlines LLC,EYW,25611.0
JetBlue Airways,HOG,25604.0
Piedmont Airlines,BTV,25559.0
Republic Airline,ABQ,25532.0
"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",CUN,25432.0
American Airlines Inc.,LPB,25386.0
Austrian Airlines,LAX,25378.0
Taca International Airlines,DFW,25342.0
China Airlines Ltd.,HNL,25307.0
Mesa Airlines Inc.,OMA,25253.0
Sun Country Airlines d/b/a MN Airlines,PVR,25248.0
Edelweiss Air Ag,LAS,25194.0
Envoy Air,LAN,25181.0
Mesa Airlines Inc.,RIC,25146.0
Westjet,LIH,25082.0
Virgin America,HNL,25069.0
Cebu Air Inc d/b/a Cebu Pacific Air,GUM,25038.0
Air China,SZX,24914.0
"Mokulele Flight Services, Inc.",JHM,24862.0
GoJet Airlines LLC d/b/a United Express,MDT,24833.0
ExpressJet Airlines LLC,BWI,24808.0
Frontier Airlines Inc.,PNS,24795.0
United Air Lines Inc.,FAT,24792.0
Trans States Airlines,PIT,24770.0
Silver Airways,ELH,24760.0
Virgin America,ORD,24753.0
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",ADQ,24749.0
Taca International Airlines,IAH,24731.0
Envoy Air,BJX,24722.0
Mesa Airlines Inc.,DSM,24686.0
Cebu Air Inc d/b/a Cebu Pacific Air,MNL,24648.0
Envoy Air,GCK,24637.0
China Eastern Airlines,SFO,24595.0
Iberia Air Lines Of Spain,SJU,24531.0
WOW Air ehf,JFK,24522.0
Sichuan Airlines Co Ltd.,CAN,24497.0
Air China,HNL,24450.0
China Eastern Airlines,LAX,24445.0
Westjet,YUL,24416.0
Virgin America,MCO,24411.0
Peninsula Airways Inc.,AKN,24410.0
Fast Colombia SAS d/b/a Viva Colombia,MDE,24383.0
Allegiant Air,RIC,24321.0
Silver Airways,FPO,24305.0
Jazz Aviation LP,PHX,24273.0
Cape Air,STX,24248.0
"Xiamen Airlines Co., Ltd.",SEA,24244.0
Norwegian Air Shuttle ASA,DEN,24227.0
Envoy Air,MDT,24212.0
Sichuan Airlines Co Ltd.,SPN,24084.0
Aerovias Nacl De Colombia,BOS,23878.0
Azul Linhas Aereas Brazileiras S A,BEL,23845.0
United Air Lines Inc.,ELP,23838.0
ExpressJet Airlines LLC,DSM,23823.0
Allegiant Air,BGR,23782.0
Dreamjet SAS Dba La Compagnie,ORY,23776.0
Spirit Air Lines,SAL,23727.0
Jazz Aviation LP,PHL,23629.0
United Air Lines Inc.,ROR,23615.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),IAH,23490.0
Mesa Airlines Inc.,SYR,23473.0
Sichuan Airlines Co Ltd.,HGH,23397.0
Tap-Portuguese Airlines,OPO,23382.0
Delta Air Lines Inc.,MGA,23357.0
Horizon Air,OKC,23354.0
Compagnie Natl Air France,PAP,23343.0
United Air Lines Inc.,HAM,23310.0
Grant Aviation,ANC,23309.0
Frontier Airlines Inc.,SMF,23302.0
WOW Air ehf,DTW,23232.0
Frontier Airlines Inc.,ORF,23216.0
"Commutair Aka Champlain Enterprises, Inc.",GRR,23205.0
Piedmont Airlines,DTW,23194.0
China Eastern Airlines,NKG,23191.0
Trans States Airlines,HPN,23178.0
GoJet Airlines LLC d/b/a United Express,ROC,23100.0
JetBlue Airways,SNU,23099.0
GoJet Airlines LLC d/b/a United Express,BDL,23094.0
Icelandair,SFO,23088.0
ExpressJet Airlines LLC,BTV,23014.0
Envoy Air,GGG,23005.0
Republic Airline,LFT,22990.0
JetBlue Airways,PSP,22947.0
ExpressJet Airlines LLC,HOB,22946.0
Spirit Air Lines,PUJ,22825.0
Air Pacific Ltd.,SFO,22735.0
ABC Aerolineas SA de CV dba Interjet,MCO,22728.0
Mesa Airlines Inc.,HRL,22719.0
Allegiant Air,PSP,22692.0
Cayman Airways Limited,TPA,22608.0
Air Canada,FLL,22589.0
United Air Lines Inc.,OPO,22517.0
Jazz Aviation LP,YYZ,22505.0
Horizon Air,HLN,22450.0
Thomas Cook Airlines Uk Ltd.,GLA,22432.0
Envoy Air,NAS,22422.0
Trans States Airlines,TYS,22396.0
Westjet,MIA,22330.0
Republic Airline,CMW,22314.0
Mesa Airlines Inc.,OAK,22230.0
Grant Aviation,ENA,22226.0
Piedmont Airlines,ART,22215.0
Compass Airlines,FAT,22207.0
ExpressJet Airlines LLC,BGR,22206.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),DFW,22204.0
"Commutair Aka Champlain Enterprises, Inc.",CLE,22184.0
Spirit Air Lines,LIM,22172.0
ExpressJet Airlines LLC,HPN,22104.0
United Air Lines Inc.,GLA,22091.0
SkyWest Airlines Inc.,ILM,21937.0
Envoy Air,PHL,21937.0
JetBlue Airways,ANU,21930.0
Delta Air Lines Inc.,CTG,21923.0
Empire Airlines Inc.,JHM,21920.0
United Air Lines Inc.,DLH,21863.0
Trans States Airlines,AMA,21819.0
Beijing Capital Airlines,HGH,21748.0
Beijing Capital Airlines,SPN,21739.0
Envoy Air,FPO,21737.0
Delta Air Lines Inc.,SNN,21727.0
Icelandair,PDX,21698.0
Sun Country Airlines d/b/a MN Airlines,MIA,21677.0
Piedmont Airlines,GRR,21658.0
Bahamasair Holding Limited,FPO,21656.0
ExpressJet Airlines LLC,JAX,21634.0
Virgin America,OGG,21631.0
Allegiant Air,DEN,21564.0
American Airlines Inc.,DAY,21557.0
Aeroflot Russian Airlines,IAD,21541.0
Frontier Airlines Inc.,LIT,21509.0
Envoy Air,EWR,21477.0
United Air Lines Inc.,TYS,21467.0
GoJet Airlines LLC d/b/a United Express,CLT,21397.0
ExpressJet Airlines LLC,MFE,21350.0
"Xiamen Airlines Co., Ltd.",SZX,21288.0
"Commutair Aka Champlain Enterprises, Inc.",CMH,21267.0
GoJet Airlines LLC d/b/a United Express,ALB,21174.0
Mesa Airlines Inc.,MLM,21096.0
JetBlue Airways,CUR,21070.0
Jazz Aviation LP,DFW,21052.0
Air Wisconsin Airlines Corp,CHA,21045.0
Thomas Cook Airlines Uk Ltd.,LAX,21037.0
Aerolitoral,AUS,20951.0
Peninsula Airways Inc.,DLG,20946.0
Envoy Air,GNV,20925.0
Westjet,YQR,20893.0
Primera Air Scandinavia,STN,20857.0
Republic Airline,MID,20856.0
GoJet Airlines LLC d/b/a United Express,PVD,20855.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ENV,20818.0
Jazz Aviation LP,IAD,20812.0
Piedmont Airlines,IPT,20784.0
Virgin America,DCA,20738.0
"Commutair Aka Champlain Enterprises, Inc.",PVD,20723.0
Endeavor Air Inc.,AUS,20699.0
Piedmont Airlines,CHS,20659.0
Piedmont Airlines,BWI,20589.0
Republic Airline,COS,20552.0
Allegiant Air,PVD,20539.0
Allegiant Air,ELP,20534.0
Frontier Airlines Inc.,PSP,20496.0
Envoy Air,FSM,20480.0
Allegiant Air,MOT,20459.0
United Air Lines Inc.,KEF,20445.0
ExpressJet Airlines LLC,HRL,20444.0
PSA Airlines Inc.,TUL,20388.0
GoJet Airlines LLC d/b/a United Express,GRB,20367.0
American Airlines Inc.,SNN,20344.0
Air Transat,YQB,20316.0
United Air Lines Inc.,MAJ,20277.0
Virgin America,AUS,20227.0
Republic Airline,PBI,20213.0
Hainan Airlines Company Limited,CSX,20208.0
China Eastern Airlines,TAO,20182.0
Iberia Air Lines Of Spain,SFO,20162.0
Compania Panamena (Copa),MSY,20144.0
American Airlines Inc.,GLA,20128.0
GoJet Airlines LLC d/b/a United Express,TUL,20073.0
Miami Air International,PUJ,20063.0
Spirit Air Lines,AXM,20047.0
Finnair Oy,SFO,20029.0
Allegiant Air,IAG,20006.0
Air Canada,OGG,19984.0
Delta Air Lines Inc.,CPH,19970.0
Airitaly S.P.A.,MIA,19950.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",SNU,19920.0
SkyWest Airlines Inc.,COU,19907.0
Envoy Air,ROW,19868.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",PUJ,19847.0
Trans States Airlines,GRR,19841.0
Endeavor Air Inc.,AEX,19836.0
Republic Airline,IAD,19814.0
Air Canada,YHZ,19806.0
WOW Air ehf,CVG,19730.0
"Vuela Aviacion, S.A.",SAL,19678.0
SkyWest Airlines Inc.,BTV,19656.0
Trans States Airlines,LBB,19645.0
Air Wisconsin Airlines Corp,LIT,19593.0
ExpressJet Airlines LLC,SYR,19559.0
Allegiant Air,DAY,19549.0
Republic Airline,BWI,19545.0
Taca International Airlines,ORD,19545.0
Virgin America,PHL,19544.0
Sky Regional Airlines Inc.,DEN,19487.0
Endeavor Air Inc.,EWN,19459.0
"Commutair Aka Champlain Enterprises, Inc.",BDL,19433.0
Air Georgian,MEM,19385.0
United Air Lines Inc.,STT,19344.0
Horizon Air,MCI,19337.0
Envoy Air,MSY,19334.0
Westjet,YXE,19333.0
Envoy Air,MQT,19331.0
Air Georgian,MKE,19329.0
Virgin America,DEN,19262.0
British Airways Plc,OAK,19196.0
Air Wisconsin Airlines Corp,COU,19184.0
Mesa Airlines Inc.,YEG,19154.0
Trans States Airlines,ALB,19122.0
SkyWest Airlines Inc.,TPA,19110.0
American Airlines Inc.,KEF,19095.0
Republic Airline,TUL,19025.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),RNO,19015.0
PSA Airlines Inc.,MSY,18985.0
Allegiant Air,ICT,18970.0
Allegiant Air,MKE,18948.0
Trans States Airlines,LIT,18881.0
Republic Airline,MTY,18864.0
Eurowings GmbH,LAS,18848.0
Silver Airways,PBI,18800.0
Transportes Aeros Meridiona,BOS,18747.0
Hawaiian Airlines Inc.,PEK,18744.0
ExpressJet Airlines LLC,CHS,18738.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",STL,18737.0
Spirit Air Lines,SJD,18710.0
Piedmont Airlines,ILM,18600.0
Norwegian Air International Ltd.,BFS,18585.0
Cayman Airways Limited,JFK,18531.0
Republic Airline,YHZ,18527.0
Envoy Air,CAE,18434.0
WOW Air ehf,STL,18390.0
Republic Airline,MYR,18359.0
Endeavor Air Inc.,YOW,18320.0
Trans States Airlines,OMA,18300.0
Thomas Cook Airlines Uk Ltd.,SFO,18178.0
Primera Air Scandinavia,CDG,18123.0
Piedmont Airlines,BOS,18122.0
Air Canada,AUS,18103.0
Compass Airlines,PVR,18093.0
American Airlines Inc.,MLB,18053.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),AGU,17943.0
Edelweiss Air Ag,TPA,17926.0
Trans States Airlines,BGR,17923.0
United Air Lines Inc.,ARN,17863.0
Etihad Airways,DFW,17850.0
"Commutair Aka Champlain Enterprises, Inc.",MEM,17838.0
Finnair Oy,MIA,17745.0
Caribbean Airlines Limited,MCO,17740.0
Condor Flugdienst,PDX,17711.0
Endeavor Air Inc.,TUL,17670.0
Westjet,YOW,17597.0
"Seaborne Virgin Islands, Inc.",EIS,17586.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),DGO,17503.0
ExpressJet Airlines LLC,BUF,17479.0
Republic Airline,CZM,17478.0
Trans States Airlines,DRO,17445.0
Republic Airline,YOW,17408.0
Piedmont Airlines,EWN,17400.0
Alaska Airlines Inc.,PIT,17362.0
Air Wisconsin Airlines Corp,PWM,17291.0
WOW Air ehf,DFW,17234.0
Envoy Air,GRB,17217.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SNU,17204.0
Air Wisconsin Airlines Corp,ORF,17180.0
ABC Aerolineas SA de CV dba Interjet,PVR,17175.0
ExpressJet Airlines LLC,TLH,17158.0
Republic Airline,SLC,17136.0
Horizon Air,ANC,17117.0
ExpressJet Airlines LLC,MSP,17078.0
Air Wisconsin Airlines Corp,STL,17041.0
Klm Royal Dutch Airlines,MIA,16915.0
WOW Air ehf,CLE,16900.0
Frontier Airlines Inc.,SAV,16884.0
Allegiant Air,SHV,16876.0
Air Wisconsin Airlines Corp,LAN,16864.0
Envoy Air,SAT,16771.0
Delta Air Lines Inc.,SPN,16765.0
Piedmont Airlines,AGS,16764.0
Delta Air Lines Inc.,AGP,16686.0
GoJet Airlines LLC d/b/a United Express,DRO,16665.0
JetBlue Airways,ONT,16634.0
"Vuela Aviacion, S.A.",LAX,16609.0
TEM Enterprises dba  Avelo Airlines,HAV,16542.0
Republic Airline,LIR,16495.0
Ethiopian Airlines,ORD,16473.0
Delta Air Lines Inc.,GLA,16470.0
ExpressJet Airlines LLC,ELP,16454.0
Horizon Air,FAI,16451.0
Republic Airline,HRL,16449.0
Korean Air Lines Co. Ltd.,GUM,16427.0
Allegiant Air,CHA,16422.0
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",FAI,16416.0
Korean Air Lines Co. Ltd.,PUS,16378.0
Endeavor Air Inc.,MOB,16356.0
Aerolitoral,MID,16350.0
Frontier Airlines Inc.,FAT,16343.0
Air Georgian,MCI,16340.0
GoJet Airlines LLC d/b/a United Express,BGR,16327.0
Norwegian Air International Ltd.,FLL,16315.0
Republic Airline,SAT,16287.0
Air Canada,ANC,16230.0
GoJet Airlines LLC d/b/a United Express,JAX,16229.0
SkyWest Airlines Inc.,INL,16199.0
Endeavor Air Inc.,GGT,16171.0
PSA Airlines Inc.,JFK,16142.0
Norwegian Air Shuttle ASA,LAS,16132.0
Air Wisconsin Airlines Corp,DSM,16128.0
Republic Airline,ILM,16121.0
Air Wisconsin Airlines Corp,JAN,16074.0
ExpressJet Airlines LLC,PIT,16066.0
Delux Public Charter LLC,OAK,16000.0
Republic Airline,DRO,15989.0
Endeavor Air Inc.,PHF,15982.0
Envoy Air,ELP,15936.0
Trans States Airlines,PWM,15901.0
Air Canada rouge LP,PSP,15856.0
SkyWest Airlines Inc.,HMO,15815.0
Sky Regional Airlines Inc.,SAT,15736.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HOG,15735.0
GoJet Airlines LLC d/b/a United Express,ABQ,15723.0
Delta Air Lines Inc.,YUL,15715.0
Envoy Air,LBB,15650.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CMW,15561.0
Alaska Airlines Inc.,ZLO,15545.0
Frontier Airlines Inc.,MDT,15453.0
VRG Linhas Aereas S A,MCO,15409.0
Endeavor Air Inc.,MCO,15388.0
Allegiant Air,GTF,15339.0
SkyWest Airlines Inc.,HIB,15324.0
Trans States Airlines,ISN,15320.0
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",BET,15249.0
United Air Lines Inc.,MAF,15188.0
TUI Airlines Nederland B.V.,AMS,15102.0
SkyWest Airlines Inc.,BRO,15093.0
"Multi-Aero, Inc. d/b/a Air Choice One",STL,15083.0
Jazz Aviation LP,YEG,15082.0
Air Wisconsin Airlines Corp,PVD,15075.0
GoJet Airlines LLC d/b/a United Express,PHL,15055.0
ExpressJet Airlines LLC,VER,15042.0
Frontier Airlines Inc.,PVR,14938.0
Air Georgian,BWI,14908.0
Mesa Airlines Inc.,SHV,14854.0
ExpressJet Airlines LLC,PVD,14854.0
Alia-(The) Royal Jordanian,DTW,14788.0
Icelandair,BWI,14748.0
Frontier Airlines Inc.,BOI,14744.0
SkyWest Airlines Inc.,LBB,14715.0
Envoy Air,CRP,14690.0
Taca Peru,MCO,14675.0
Horizon Air,LAX,14633.0
Sun Country Airlines d/b/a MN Airlines,HNL,14632.0
Delta Air Lines Inc.,BON,14624.0
Norwegian Air International Ltd.,ORK,14622.0
Republic Airline,BHM,14621.0
Allegiant Air,GFK,14559.0
Icelandair,DFW,14525.0
Envoy Air,MFE,14518.0
GoJet Airlines LLC d/b/a United Express,PWM,14498.0
TUI Airlines Belgium N.V. d/b/a Jetairfly,BRU,14427.0
Aerolitoral,LAS,14411.0
Envoy Air,PBI,14388.0
United Air Lines Inc.,ANU,14358.0
American Airlines Inc.,LBB,14327.0
Mesa Airlines Inc.,TYS,14316.0
Envoy Air,TRC,14304.0
Envoy Air,BOI,14265.0
ExpressJet Airlines LLC,GRB,14231.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,MCN,14168.0
ExpressJet Airlines LLC,PBC,14165.0
Eurowings GmbH,CGN,14160.0
Virgin America,SJD,14137.0
GoJet Airlines LLC d/b/a United Express,CPR,14130.0
ExpressJet Airlines LLC,MHH,14115.0
Transportes Aeros Meridiona,REC,14106.0
SkyWest Airlines Inc.,CDC,14085.0
Republic Airline,RSW,14085.0
ExpressJet Airlines LLC,MLM,14062.0
Republic Airline,LIT,14047.0
ExpressJet Airlines LLC,TAM,14045.0
Horizon Air,ONT,14031.0
PSA Airlines Inc.,BGR,14019.0
Condor Flugdienst,MSP,13998.0
Piedmont Airlines,CMH,13990.0
Jin Air Co Ltd.,NRT,13977.0
United Air Lines Inc.,BON,13941.0
Allegiant Air,LRD,13935.0
Air Georgian,JAX,13898.0
Trans States Airlines,LAN,13898.0
PSA Airlines Inc.,BTR,13871.0
Aeromexico,DEN,13846.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,BWI,13838.0
Mesa Airlines Inc.,ROC,13808.0
TUI Airlines Belgium N.V. d/b/a Jetairfly,MIA,13803.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",TPA,13787.0
ExpressJet Airlines LLC,CUU,13730.0
SkyWest Airlines Inc.,FSM,13719.0
Polskie Linie Lotnicze,KRK,13629.0
SkyWest Airlines Inc.,BLI,13623.0
Condor Flugdienst,BWI,13553.0
Sata Internacional,TER,13532.0
GoJet Airlines LLC d/b/a United Express,SLC,13526.0
Cathay Pacific Airways Ltd.,IAD,13512.0
SkyWest Airlines Inc.,MEX,13491.0
Republic Airline,CAE,13474.0
Air Wisconsin Airlines Corp,MDT,13468.0
Mesa Airlines Inc.,PWM,13459.0
ABC Aerolineas SA de CV dba Interjet,SJD,13453.0
Silver Airways,RSW,13385.0
Allegiant Air,PUJ,13353.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",PUJ,13317.0
VRG Linhas Aereas S A,BSB,13202.0
Thomas Cook Airlines Uk Ltd.,BOS,13184.0
Silver Airways,JAX,13144.0
"Commutair Aka Champlain Enterprises, Inc.",MKE,13122.0
Allegiant Air,SAT,13096.0
Air Wisconsin Airlines Corp,BUF,13094.0
Sun Country Airlines d/b/a MN Airlines,HRL,13051.0
Condor Flugdienst,ANC,13036.0
PSA Airlines Inc.,SAT,13029.0
Trans States Airlines,BHM,13019.0
Air Canada,PDX,12974.0
GoJet Airlines LLC d/b/a United Express,PBI,12894.0
Republic Airline,BTR,12868.0
JetBlue Airways,LRM,12841.0
Air Canada,TPA,12795.0
Envoy Air,ELH,12759.0
Republic Airline,GGT,12662.0
Trans States Airlines,CAE,12626.0
Air Wisconsin Airlines Corp,TUL,12613.0
Envoy Air,MSP,12601.0
Delta Air Lines Inc.,JNU,12599.0
Spirit Air Lines,STX,12545.0
Mesa Airlines Inc.,NAS,12464.0
Envoy Air,SAV,12437.0
Bahamasair Holding Limited,MHH,12421.0
Sun Country Airlines d/b/a MN Airlines,AUS,12386.0
Envoy Air,PBC,12308.0
Frontier Airlines Inc.,YYC,12284.0
Air Wisconsin Airlines Corp,ICT,12249.0
Endeavor Air Inc.,LNK,12230.0
Air New Zealand,RAR,12186.0
PSA Airlines Inc.,MCI,12183.0
Eurowings GmbH,MUC,12149.0
Icelandair,CLE,12101.0
Icelandair,TPA,12099.0
Republic Airline,TLH,12079.0
VRG Linhas Aereas S A,MIA,12066.0
American Airlines Inc.,RTB,12061.0
Air Wisconsin Airlines Corp,SYR,11999.0
Jazz Aviation LP,SMF,11989.0
ExpressJet Airlines LLC,MCI,11982.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),OAX,11973.0
Air Canada,PHX,11957.0
Cape Air,ALB,11955.0
XL Airways France,LAX,11936.0
Wright Air Service,FAI,11872.0
"Commutair Aka Champlain Enterprises, Inc.",YUL,11836.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GUA,11742.0
Bahamasair Holding Limited,PBI,11700.0
Sun Country Airlines d/b/a MN Airlines,BNA,11686.0
Trans States Airlines,SAV,11645.0
ExpressJet Airlines LLC,FSM,11590.0
United Air Lines Inc.,COS,11566.0
Republic Airline,VPS,11529.0
Piedmont Airlines,YQB,11502.0
United Air Lines Inc.,FAI,11477.0
"Commutair Aka Champlain Enterprises, Inc.",CHS,11462.0
Transportes Aeros Meridiona,BEL,11412.0
ExpressJet Airlines LLC,OAX,11359.0
Trans States Airlines,JAX,11347.0
GoJet Airlines LLC d/b/a United Express,PIT,11269.0
SkyWest Airlines Inc.,BWI,11241.0
Sunwing Airlines Inc.,YUL,11203.0
"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",JFK,11195.0
ExpressJet Airlines LLC,IAD,11187.0
Trans States Airlines,YOW,11185.0
Norwegian Air International Ltd.,BGO,11164.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SCU,11157.0
Endeavor Air Inc.,TPA,11117.0
Air Wisconsin Airlines Corp,BTV,11074.0
City Wings Inc dba Seaflight,STT,11039.0
City Wings Inc dba Seaflight,STX,10941.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),QRO,10909.0
Sun Country Airlines d/b/a MN Airlines,MBJ,10878.0
OPENSKIES SAS,ORY,10823.0
SkyWest Airlines Inc.,PUB,10797.0
Air Wisconsin Airlines Corp,ALB,10796.0
GoJet Airlines LLC d/b/a United Express,TPA,10710.0
OPENSKIES SAS,EWR,10698.0
Envoy Air,BTV,10698.0
Transportes Aeros Meridiona,LAS,10690.0
Sun Country Airlines d/b/a MN Airlines,CZM,10662.0
Mesa Airlines Inc.,ZIH,10607.0
SkyWest Airlines Inc.,MSY,10594.0
Compass Airlines,LGB,10576.0
Delta Air Lines Inc.,PDL,10556.0
Endeavor Air Inc.,FSM,10527.0
SkyWest Airlines Inc.,SAV,10523.0
Norwegian Air Shuttle ASA,SEA,10519.0
Endeavor Air Inc.,ALB,10507.0
XL Airways France,SFO,10499.0
Delta Air Lines Inc.,GTF,10488.0
Surinam Airways Limited,MIA,10469.0
United Air Lines Inc.,CRP,10455.0
Lan-Chile Airlines,PUJ,10368.0
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",VDZ,10351.0
Air Canada,PSP,10342.0
TEM Enterprises dba  Avelo Airlines,ACY,10296.0
Sun Country Airlines d/b/a MN Airlines,SJD,10292.0
American Airlines Inc.,MZT,10266.0
ExpressJet Airlines LLC,ROW,10249.0
ExpressJet Airlines LLC,ALB,10224.0
PSA Airlines Inc.,BUF,10210.0
Envoy Air,BDL,10173.0
Delta Air Lines Inc.,SKB,10104.0
Icelandair,PHL,10080.0
Delta Air Lines Inc.,STX,10074.0
Norwegian Air UK Limited,LAS,10023.0
Condor Flugdienst,SJU,10016.0
Air Canada,HNL,10008.0
TUI Airlines Nederland B.V.,MIA,9933.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAP,9915.0
Republic Airline,FPO,9908.0
Silver Airways,NAS,9870.0
Via Airlines d/b/a Charter Air Transport,AUS,9825.0
Tradewind Aviation,SJU,9805.0
Air Georgian,SAV,9767.0
"Commutair Aka Champlain Enterprises, Inc.",SAV,9712.0
Frontier Airlines Inc.,ALB,9678.0
Virgin America,MSY,9677.0
Singapore Airlines Ltd.,EWR,9652.0
Mesa Airlines Inc.,YUL,9613.0
Spirit Air Lines,CAP,9592.0
Republic Airline,PTY,9589.0
Endeavor Air Inc.,MOT,9575.0
Virgin America,PVR,9563.0
Condor Flugdienst,AUS,9544.0
Envoy Air,GGT,9532.0
GoJet Airlines LLC d/b/a United Express,TYS,9515.0
Piedmont Airlines,BNA,9490.0
Endeavor Air Inc.,GFK,9470.0
Surinam Airways Limited,AUA,9450.0
Tradewind Aviation,SBH,9429.0
Republic Airline,ACK,9415.0
Kalinin Aviation LLC d/b/a Alaska Seaplanes,JNU,9411.0
Republic Airline,MHH,9403.0
Edelweiss Air Ag,SAN,9220.0
GoJet Airlines LLC d/b/a United Express,MCO,9205.0
Delta Air Lines Inc.,GND,9205.0
Thomas Cook Airlines Uk Ltd.,SEA,9174.0
Silver Airways,GGT,9171.0
SkyWest Airlines Inc.,EWN,9166.0
ExpressJet Airlines LLC,AGS,9158.0
Trans States Airlines,BNA,9156.0
Endeavor Air Inc.,FLL,9151.0
Alia-(The) Royal Jordanian,YUL,9127.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MEX,9123.0
United Air Lines Inc.,UVF,9111.0
Endeavor Air Inc.,LFT,9088.0
Piedmont Airlines,CHA,9085.0
Trans States Airlines,OKC,9039.0
